Name,Platform,Year_of_Release,Genre,Global_Sales,User_Score,User_Count
Tiger Woods PGA Tour 13,PS3,2012,Sports,0.54,5.7,9
LEGO The Lord of the Rings,PS3,2012,Action,1.05,8.3,85
LEGO The Lord of the Rings,3DS,2012,Action,0.39,7.6,10
Zone of the Enders HD Collection,X360,2012,Simulation,0.2,8.8,20
Transformers: Fall of Cybertron,PS3,2012,Action,0.39,8.2,87
Resident Evil: Operation Raccoon City,PS3,2012,Action,1.17,4.9,222
Doom 3 BFG Edition,PS3,2012,Shooter,0.57,6.4,107
NCAA Football 13,X360,2012,Action,1.09,5.5,65
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,1.82,4.8,1265
NASCAR The Game: Inside Line,PS3,2012,Racing,0.08,4.5,15
Hitman: Absolution,X360,2012,Action,1.73,7.1,453
Ridge Racer Unbounded,PS3,2012,Racing,0.17,6.0,29
Rune Factory 4,3DS,2012,Role-Playing,0.57,8.1,122
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,1.19,7.5,81
Epic Mickey 2: The Power of Two,X360,2012,Action,0.51,5.5,22
FIFA Soccer 13,PSP,2012,Action,0.35,3.2,19
Kinect Star Wars,X360,2012,Action,1.74,3.5,145
Dragon's Dogma,PS3,2012,Role-Playing,1.74,8.3,444
NBA 2K13,PC,2012,Sports,0.03,6.8,130
Assassin's Creed III,WiiU,2012,Action,0.35,7.1,216
Time and Eternity,PS3,2012,Role-Playing,0.17,5.0,78
Risen 2: Dark Waters,PC,2012,Role-Playing,0.22,5.6,751
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,0.38,7.8,167
Sleeping Dogs,PC,2012,Action,0.12,8.2,1209
Pro Evolution Soccer 2013,PS3,2012,Sports,1.53,6.7,146
Doom 3 BFG Edition,PC,2012,Shooter,0.03,5.3,210
Dishonored,PS3,2012,Action,1.53,7.9,781
NBA 2K13,WiiU,2012,Sports,0.13,7.0,43
One Piece: Pirate Warriors,PS3,2012,Action,1.18,6.5,55
Need for Speed: Most Wanted,X360,2012,Racing,1.56,8.5,134
Tiger Woods PGA Tour 13,X360,2012,Sports,0.51,5.6,39
FIFA Soccer,PSV,2012,Sports,0.58,7.2,79
Just Dance 4,X360,2012,Misc,1.18,7.7,36
ESPN: Sports Connection,WiiU,2012,Sports,0.36,2.7,18
XCOM: Enemy Unknown,PS3,2012,Strategy,0.57,8.2,296
Final Fantasy III,PSP,2012,Role-Playing,0.11,8.9,15
Call of Duty: Black Ops II,PC,2012,Shooter,1.53,4.2,1635
Tekken Tag Tournament 2,X360,2012,Fighting,0.34,7.5,90
The Darkness II,X360,2012,Shooter,0.39,7.5,219
Wipeout 2048,PSV,2012,Racing,0.35,8.2,191
FIFA Soccer 13,PS3,2012,Action,8.16,6.6,348
Botanicula,PC,2012,Adventure,0.03,8.3,341
Crush3D,3DS,2012,Platform,0.12,7.4,16
NeverDead,PS3,2012,Shooter,0.12,4.7,47
Dishonored,X360,2012,Action,1.71,7.9,815
Max Payne 3,PS3,2012,Shooter,1.85,7.8,790
Dead or Alive 5,X360,2012,Fighting,0.32,7.9,95
Forza Horizon,X360,2012,Racing,1.96,8.4,431
Persona 4: Arena,X360,2012,Fighting,0.13,7.3,60
Major League Baseball 2K12,PC,2012,Sports,0.04,5.7,15
Medal of Honor: Warfighter,X360,2012,Action,1.15,5.4,437
Anarchy Reigns,PS3,2012,Action,0.2,8.2,106
Epic Mickey 2: The Power of Two,WiiU,2012,Action,0.23,5.6,46
FIFA Street,PS3,2012,Sports,1.23,6.4,66
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,0.03,8.8,188
Resistance: Burning Skies,PSV,2012,Shooter,0.41,6.8,245
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,1.47,7.2,334
Halo 4,X360,2012,Shooter,9.71,7.0,3260
Euro Truck Simulator 2,PC,2012,Action,0.13,8.7,992
UFC Undisputed 3,X360,2012,Action,0.99,7.6,88
F1 Race Stars,PS3,2012,Racing,0.32,5.6,34
Max Payne 3,X360,2012,Shooter,1.62,7.8,869
Scribblenauts: Unlimited,3DS,2012,Action,0.61,7.4,21
Zumba Fitness Core,X360,2012,Misc,0.05,6.7,6
Horses 3D,3DS,2012,Misc,0.04,6.3,4
Football Manager 2013,PC,2012,Sports,1.15,6.7,228
LittleBigPlanet PS Vita,PSV,2012,Platform,1.25,8.6,348
XCOM: Enemy Unknown,X360,2012,Strategy,0.62,8.3,366
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,0.3,6.6,1097
Hitman: Absolution,PS3,2012,Action,2.14,7.5,511
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,1.58,8.2,267
Country Dance: All Stars,X360,2012,Action,0.17,5.2,5
Lollipop Chainsaw,X360,2012,Action,0.48,7.0,260
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,0.13,6.3,16
Major League Baseball 2K12,PS3,2012,Sports,0.19,4.4,5
Fantasy Life,3DS,2012,Role-Playing,1.13,8.6,209
Pro Evolution Soccer 2013,X360,2012,Sports,0.31,6.9,77
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,0.04,6.3,4
Reality Fighters,PSV,2012,Fighting,0.12,3.8,30
Angry Birds Trilogy,3DS,2012,Action,0.63,4.6,20
LEGO Harry Potter: Years 5-7,PSV,2012,Action,0.18,6.8,21
Top Gun: Hard Lock,PS3,2012,Action,0.03,7.8,11
Grand Slam Tennis 2,PS3,2012,Sports,0.23,5.2,17
New Super Mario Bros. 2,3DS,2012,Platform,9.9,7.2,424
Just Dance 4,WiiU,2012,Misc,0.37,7.8,37
Marvel Avengers: Battle for Earth,WiiU,2012,Action,0.12,5.0,25
Call of Duty Black Ops: Declassified,PSV,2012,Action,1.47,4.8,479
Gravity Rush,PSV,2012,Action,0.56,8.5,625
ZombiU,WiiU,2012,Action,1.01,7.7,758
Madden NFL 13,WiiU,2012,Sports,0.23,6.7,30
Captain Morgane and the Golden Turtle,PC,2012,Adventure,0.03,6.2,11
LEGO The Lord of the Rings,PC,2012,Action,0.22,8.2,127
Ragnarok Odyssey,PSV,2012,Role-Playing,0.4,7.8,111
Scribblenauts: Unlimited,WiiU,2012,Action,0.37,7.4,109
Nintendo Land,WiiU,2012,Misc,4.42,7.9,471
The Binding of Isaac,PC,2012,Action,0.03,8.3,1010
Silent Hill: Book of Memories,PSV,2012,Action,0.2,5.1,102
Rabbids Land,WiiU,2012,Misc,0.03,5.2,29
Dungeon Hunter Alliance,PSV,2012,Action,0.2,6.4,61
Silent Hill HD Collection,PS3,2012,Action,0.32,4.8,136
Asura's Wrath,PS3,2012,Action,0.4,7.4,169
Ridge Racer Unbounded,X360,2012,Racing,0.11,7.7,56
The Darkness II,PS3,2012,Shooter,0.32,7.6,127
Animal Crossing: New Leaf,3DS,2012,Simulation,9.16,8.7,626
Brain Age: Concentration Training,3DS,2012,Puzzle,0.09,7.9,17
Fire Emblem: Awakening,3DS,2012,Role-Playing,2.01,9.1,1130
Pokemon Conquest,DS,2012,Role-Playing,1.02,8.2,89
DiRT Showdown,PS3,2012,Racing,0.18,6.3,43
LEGO Batman 2: DC Super Heroes,X360,2012,Action,1.66,7.2,114
Game of Thrones,PC,2012,Role-Playing,0.08,6.5,345
Mass Effect Trilogy,X360,2012,Action,0.4,7.4,30
Resident Evil 6,PC,2012,Shooter,0.04,5.9,868
FIFA Soccer 13,PC,2012,Action,0.4,6.6,286
LEGO The Lord of the Rings,X360,2012,Action,1.23,8.5,73
Disney Infinity,Wii,2013,Action,1.6,4.2,24
DuckTales: Remastered,PC,2013,Action,0.02,7.6,152
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,0.03,7.3,44
FIFA 14,XOne,2013,Sports,1.16,5.8,328
Battle Princess of Arcadias,PS3,2013,Role-Playing,0.02,7.9,25
Ben 10 Omniverse 2,3DS,2013,Action,0.02,7.6,5
Assassin's Creed IV: Black Flag,X360,2013,Action,3.3,7.9,701
Knack,PS4,2013,Platform,1.73,6.5,1074
NCAA Football 14,X360,2013,Sports,1.09,5.8,74
StarCraft II: Heart of the Swarm,PC,2013,Strategy,1.67,7.9,1346
LEGO City Undercover,WiiU,2013,Platform,1.1,8.2,283
Skylanders SWAP Force,X360,2013,Platform,1.32,5.7,45
Saints Row IV,X360,2013,Action,1.66,6.5,325
Gears of War: Judgment,X360,2013,Shooter,1.57,5.4,779
Invizimals: The Lost Kingdom,PS3,2013,Action,0.02,5.0,14
Beyond: Two Souls,PS3,2013,Adventure,1.63,8.1,2652
Wii Fit U,WiiU,2013,Sports,0.85,7.7,72
Luigi's Mansion: Dark Moon,3DS,2013,Action,4.59,8.4,458
BioShock Infinite,PS3,2013,Shooter,1.69,8.5,1863
Grand Theft Auto V,PS3,2013,Action,21.04,8.2,3994
FIFA 14,PS3,2013,Sports,6.47,4.3,576
Super Mario 3D World,WiiU,2013,Platform,4.32,9.0,1607
The Inner World,PC,2013,Adventure,0.03,8.1,48
Young Justice: Legacy,3DS,2013,Action,0.03,7.1,7
Darkstalkers Resurrection,PS3,2013,Fighting,0.03,7.3,27
WWE 2K14,PS3,2013,Sports,1.14,7.5,121
Pikmin 3,WiiU,2013,Strategy,1.11,8.7,664
LEGO Marvel Super Heroes,PS4,2013,Action,1.62,7.7,262
WWE 2K14,X360,2013,Sports,1.11,7.7,100
Crysis 3,PS3,2013,Shooter,0.87,6.3,288
Beyblade Evolution,3DS,2013,Action,0.04,6.3,4
Grand Theft Auto V,X360,2013,Action,16.27,8.1,3711
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,3.1,8.9,1057
Dead Rising 3,XOne,2013,Action,1.57,6.8,908
Turbo: Super Stunt Squad,3DS,2013,Sports,0.02,5.2,5
Battlefield 4,PC,2013,Shooter,1.35,6.0,3517
Injustice: Gods Among Us,PS3,2013,Fighting,1.18,7.9,282
Ben 10 Omniverse 2,X360,2013,Action,0.01,5.1,9
FIFA 14,PS4,2013,Sports,3.01,6.3,616
Lost Planet 3,PC,2013,Shooter,0.04,6.2,210
Crysis 3,X360,2013,Shooter,0.9,6.7,344
Call of Duty: Ghosts,XOne,2013,Shooter,2.92,4.3,700
Need for Speed Rivals,PS3,2013,Racing,1.27,4.9,123
Disney Infinity,X360,2013,Action,1.44,6.5,79
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,1.27,8.5,332
Battlefield 4,PS4,2013,Shooter,3.59,6.9,1580
Just Dance 2014,Wii,2013,Misc,3.59,6.2,10
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,0.05,6.5,16
Just Dance 2014,X360,2013,Misc,0.99,7.8,33
God of War: Ascension,PS3,2013,Action,2.25,7.5,914
Batman: Arkham Origins,PS3,2013,Action,2.29,7.7,668
Call of Duty: Ghosts,PS3,2013,Shooter,9.36,2.6,1047
The Night of the Rabbit,PC,2013,Adventure,0.03,7.5,82
Monster High 13 Wishes,WiiU,2013,Action,0.02,5.5,8
XBLAZE Code: Embryo,PS3,2013,Adventure,0.04,7.1,14
Battlefield 4,XOne,2013,Shooter,2.02,6.6,480
Payday 2,PC,2013,Shooter,0.05,3.4,3558
Skylanders SWAP Force,PS3,2013,Platform,1.02,5.3,33
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,0.94,7.7,314
Pro Evolution Soccer 2014,PS3,2013,Action,0.95,4.1,303
Assassin's Creed IV: Black Flag,PS3,2013,Action,3.71,8.1,840
Ride to Hell,PS3,2013,Racing,0.04,1.0,218
Disney Infinity,PS3,2013,Action,0.97,5.9,47
Saints Row IV,PS3,2013,Action,1.25,6.3,278
Call of Duty: Ghosts,PS4,2013,Shooter,3.83,3.7,1564
The Bureau: XCOM Declassified,PC,2013,Shooter,0.05,6.5,621
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,0.98,7.5,383
Dead Space 3,X360,2013,Action,0.98,6.4,694
Forza Motorsport 5,XOne,2013,Racing,2.2,5.9,1095
Dead Space 3,PS3,2013,Action,0.96,6.4,522
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,0.05,6.2,18
LEGO Marvel Super Heroes,X360,2013,Action,2.22,7.6,127
Call of Duty: Ghosts,X360,2013,Shooter,10.25,2.6,2117
Madden NFL 25,X360,2013,Sports,2.23,5.6,136
Assassin's Creed IV: Black Flag,XOne,2013,Action,2.23,7.4,355
NBA 2K14,PS4,2013,Sports,1.45,6.5,368
New Super Luigi U,WiiU,2013,Platform,2.24,7.9,288
NBA 2K14,PS3,2013,Sports,2.11,4.9,142
Turbo: Super Stunt Squad,WiiU,2013,Sports,0.02,3.9,8
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,0.93,7.9,187
Need for Speed Rivals,PS4,2013,Racing,1.98,6.2,667
SimCity (2013),PC,2013,Simulation,1.42,2.2,4572
NBA 2K14,X360,2013,Sports,2.52,4.9,150
Madden NFL 25,PS3,2013,Sports,1.87,4.1,91
Killzone: Shadow Fall,PS4,2013,Shooter,2.69,6.8,2102
Contrast,PC,2013,Platform,0.01,7.7,169
Sniper Elite V2,WiiU,2013,Shooter,0.02,5.8,30
Doki-Doki Universe,PSV,2013,Adventure,0.01,5.7,16
XBLAZE Code: Embryo,PSV,2013,Adventure,0.03,7.4,24
LEGO Marvel Super Heroes,PS3,2013,Action,1.84,7.9,76
Madden NFL 25,PS4,2013,Sports,0.9,5.2,118
LEGO Marvel Super Heroes,3DS,2013,Action,0.9,5.2,11
Resident Evil: Revelations,PC,2013,Action,0.04,7.0,342
LEGO Friends,3DS,2013,Action,0.04,8.3,4
FIFA 14,X360,2013,Sports,4.22,4.2,435
Yumi's Odd Odyssey,3DS,2013,Platform,0.03,7.7,23
Assassin's Creed IV: Black Flag,PS4,2013,Action,2.85,7.8,1530
Wii Party U,WiiU,2013,Misc,1.75,6.8,135
Battlefield 4,X360,2013,Shooter,3.48,5.6,542
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,0.05,6.1,13
Ryse: Son of Rome,XOne,2013,Action,1.38,6.1,1409
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,0.02,5.8,18
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,1.07,5.9,552
Turbo: Super Stunt Squad,X360,2013,Sports,0.01,4.5,10
The Last of Us,PS3,2013,Action,5.87,9.1,8003
Metal Gear Rising: Revengeance,PS3,2013,Action,1.42,7.9,746
Disney Magical World,3DS,2013,Adventure,0.92,7.5,21
Diablo III,X360,2013,Role-Playing,1.41,6.6,384
BioShock Infinite,X360,2013,Shooter,1.93,8.5,1647
Mario Party: Island Tour,3DS,2013,Misc,1.92,6.3,117
Diablo III,PS3,2013,Role-Playing,1.91,6.4,557
Young Justice: Legacy,X360,2013,Action,0.01,6.2,10
LEGO Marvel Super Heroes,XOne,2013,Action,1.06,6.8,73
Battlefield 4,PS3,2013,Shooter,3.49,5.8,579
NBA 2K14,XOne,2013,Sports,0.91,5.7,183
Ride to Hell,X360,2013,Racing,0.06,1.3,433
Remember Me,PC,2013,Action,0.06,7.4,1007
Injustice: Gods Among Us,X360,2013,Fighting,1.38,7.9,362
DuckTales: Remastered,PS3,2013,Action,0.05,7.4,135
Batman: Arkham Origins,X360,2013,Action,1.88,7.5,685
Skylanders SWAP Force,Wii,2013,Platform,2.15,6.6,5
Putty Squad,PSV,2013,Platform,0.03,8.2,6
Gran Turismo 6,PS3,2013,Racing,3.23,7.7,758
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,0.19,7.4,754
Soul Sacrifice,PSV,2013,Role-Playing,0.51,8.2,298
F1 2013,PS3,2013,Racing,0.54,6.3,40
NHL 14,X360,2013,Sports,0.54,5.9,92
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,0.23,7.5,132
Dragon's Crown,PS3,2013,Role-Playing,0.53,8.3,288
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,0.23,7.5,25
Pro Evolution Soccer 2014,X360,2013,Action,0.24,4.3,113
NBA Live 14,PS4,2013,Sports,0.24,2.7,175
Zumba Fitness: World Party,XOne,2013,Misc,0.24,6.2,40
The Smurfs 2,PS3,2013,Platform,0.09,5.0,7
Tales of Symphonia,PS3,2013,Role-Playing,0.52,7.2,6
Angry Birds Star Wars,XOne,2013,Strategy,0.16,6.9,63
Putty Squad,PS4,2013,Platform,0.16,2.9,52
The Walking Dead: Survival Instinct,PS3,2013,Shooter,0.51,3.6,196
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,0.51,7.7,67
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,0.16,6.8,9
Young Justice: Legacy,PS3,2013,Action,0.09,4.9,15
Sonic Lost World,3DS,2013,Platform,0.49,6.5,144
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,0.1,6.2,20
Resident Evil: Revelations,X360,2013,Action,0.26,7.4,170
Army of Two: The Devil's Cartel,X360,2013,Shooter,0.26,6.2,195
Just Dance 2014,XOne,2013,Misc,0.45,7.0,58
Puppeteer,PS3,2013,Platform,0.26,8.5,236
Steins;Gate,PSV,2013,Adventure,0.1,9.2,87
NHL 14,PS3,2013,Sports,0.54,6.0,79
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,0.15,8.7,41
Need for Speed Rivals,PC,2013,Racing,0.25,3.3,546
The Bureau: XCOM Declassified,PS3,2013,Shooter,0.25,6.7,79
Dynasty Warriors 8,X360,2013,Action,0.15,7.5,35
Metal Gear Rising: Revengeance,X360,2013,Action,0.48,7.8,358
Sly Cooper: Thieves in Time,PSV,2013,Platform,0.25,8.2,148
Skylanders SWAP Force,3DS,2013,Platform,0.24,6.4,13
Angry Birds Star Wars,WiiU,2013,Strategy,0.1,6.8,17
Terraria,PSV,2013,Action,0.1,7.8,112
Sly Cooper: Thieves in Time,PS3,2013,Platform,0.54,8.3,343
Killer is Dead,PS3,2013,Action,0.23,7.9,215
One Piece: Pirate Warriors 2,PS3,2013,Action,0.66,7.8,61
Hitman: HD Trilogy,PS3,2013,Action,0.21,7.6,46
Assassin's Creed IV: Black Flag,PC,2013,Action,0.64,7.7,1470
Football Manager 2014,PC,2013,Sports,0.64,5.5,275
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,0.21,8.1,61
The Walking Dead: Survival Instinct,X360,2013,Shooter,0.63,4.0,410
Hitman: HD Trilogy,X360,2013,Action,0.17,7.2,45
Crysis 3,PC,2013,Shooter,0.63,6.5,1223
The Bureau: XCOM Declassified,X360,2013,Shooter,0.21,6.7,118
Angry Birds Star Wars,PS4,2013,Strategy,0.21,2.0,87
X Rebirth,PC,2013,Simulation,0.08,3.3,1340
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,0.17,7.6,118
Tearaway,PSV,2013,Adventure,0.61,8.9,391
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,0.08,5.1,13
Aliens: Colonial Marines,PS3,2013,Shooter,0.6,3.6,295
Dead Island: Riptide,PS3,2013,Action,0.6,5.9,140
Dynasty Warriors 8,PS3,2013,Action,0.6,8.5,75
Defiance,X360,2013,Shooter,0.57,7.2,249
Angry Birds Star Wars,PSV,2013,Strategy,0.08,2.0,13
Payday 2,X360,2013,Shooter,0.57,6.3,203
Rayman Legends,PS3,2013,Platform,0.58,8.7,310
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,0.58,8.3,55
Shin Megami Tensei IV,3DS,2013,Role-Playing,0.58,8.3,251
The Smurfs 2,WiiU,2013,Platform,0.09,5.6,21
Skylanders SWAP Force,WiiU,2013,Platform,0.58,6.0,96
Demon Gaze,PSV,2013,Role-Playing,0.17,7.4,129
Just Dance 2014,WiiU,2013,Misc,0.6,7.6,45
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,0.08,3.1,7
Sniper: Ghost Warrior 2,PC,2013,Shooter,0.08,5.8,320
LEGO Marvel Super Heroes,PC,2013,Action,0.17,8.1,124
Disney Infinity,WiiU,2013,Action,0.6,7.6,58
Invizimals: The Alliance,PSV,2013,Action,0.08,6.8,10
Disney's Planes,3DS,2013,Simulation,0.07,4.3,6
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,0.26,8.2,89
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,0.1,6.3,39
FIFA 14,Wii,2013,Sports,0.38,4.3,19
LEGO Marvel Super Heroes,DS,2013,Action,0.38,4.8,5
Just Dance 2014,PS3,2013,Misc,0.38,7.1,25
GRID 2,PS3,2013,Racing,0.37,6.6,173
Armored Core: Verdict Day,PS3,2013,Simulation,0.12,7.4,28
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,0.12,7.3,31
Tiger Woods PGA Tour 14,PS3,2013,Sports,0.37,3.8,26
Lost Planet 3,X360,2013,Shooter,0.12,5.8,142
F1 2013,X360,2013,Racing,0.3,6.6,33
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,0.12,7.8,148
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,0.3,8.3,64
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,0.31,3.6,7
The Smurfs 2,X360,2013,Platform,0.12,5.4,14
Batman: Arkham Origins,WiiU,2013,Action,0.31,7.4,127
Drakengard 3,PS3,2013,Role-Playing,0.31,7.7,237
Batman: Arkham Origins,PC,2013,Action,0.31,7.5,1170
Dragon's Crown,PSV,2013,Role-Playing,0.35,8.4,198
Angry Birds Star Wars,3DS,2013,Strategy,0.34,3.0,8
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,0.33,8.1,235
Company of Heroes 2,PC,2013,Strategy,0.34,2.1,6157
Call of Duty: Ghosts,WiiU,2013,Shooter,0.34,3.4,256
Remember Me,PS3,2013,Action,0.32,7.4,424
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,0.12,7.7,44
Farming Simulator 2013,X360,2013,Simulation,0.38,6.2,30
Defiance,PS3,2013,Shooter,0.35,6.9,145
Metro: Last Light,X360,2013,Action,0.35,8.4,440
Toukiden: The Age of Demons,PSV,2013,Action,0.35,8.0,136
Tiger Woods PGA Tour 14,X360,2013,Sports,0.35,6.2,26
Killer is Dead,X360,2013,Action,0.12,7.2,144
Skylanders SWAP Force,XOne,2013,Platform,0.32,5.5,43
Earth Defense Force 2025,PS3,2013,Shooter,0.35,7.5,52
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,0.13,6.6,8
Deadpool,PS3,2013,Action,0.45,7.2,221
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,0.11,4.6,49
MLB 13: The Show,PSV,2013,Sports,0.11,7.5,21
Angry Birds Star Wars,Wii,2013,Strategy,0.26,2.8,5
DmC: Devil May Cry,X360,2013,Action,0.44,5.1,1438
Deadpool,X360,2013,Action,0.43,7.4,368
Batman: Arkham Origins Blackgate,3DS,2013,Action,0.27,6.8,38
Pro Evolution Soccer 2014,PC,2013,Action,0.1,4.4,239
Payday 2,PS3,2013,Shooter,0.43,6.2,181
Earth Defense Force 2025,X360,2013,Shooter,0.15,8.1,63
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,0.27,6.6,222
Hometown Story,3DS,2013,Role-Playing,0.43,6.0,24
Rayman Legends,X360,2013,Platform,0.43,8.2,217
Summon Night 5,PSP,2013,Role-Playing,0.15,8.3,6
Batman: Arkham Origins Blackgate,PSV,2013,Action,0.42,6.8,106
Mind Zero,PSV,2013,Role-Playing,0.1,6.0,72
Metro: Last Light,PS3,2013,Action,0.42,8.2,508
GRID 2,X360,2013,Racing,0.27,5.8,156
Army of Two: The Devil's Cartel,PS3,2013,Shooter,0.28,6.7,100
Angry Birds Star Wars,X360,2013,Strategy,0.28,5.6,25
Skylanders SWAP Force,PS4,2013,Platform,0.39,5.2,45
Sonic Lost World,WiiU,2013,Platform,0.39,7.3,461
FIFA 14,PC,2013,Sports,0.4,4.6,441
The Wonderful 101,WiiU,2013,Action,0.4,8.5,495
Angry Birds Star Wars,PS3,2013,Strategy,0.29,3.6,23
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,0.4,9.0,255
One Piece: Unlimited World Red,3DS,2013,Action,0.39,7.6,26
Assassin's Creed IV: Black Flag,WiiU,2013,Action,0.29,7.7,207
Terraria,PS3,2013,Action,0.41,7.9,70
Hatsune Miku: Project Diva f,PS3,2013,Misc,0.28,8.4,108
Farming Simulator 2013,PS3,2013,Simulation,0.14,2.9,9
Just Dance 2014,PS4,2013,Misc,0.41,5.5,51
Attack on Titan: Humanity in Chains,3DS,2013,Action,0.42,4.5,34
ArmA III,PC,2013,Shooter,0.11,7.4,866
FIFA 14,PSV,2013,Sports,0.41,1.8,69
BioShock Infinite,PC,2013,Shooter,0.66,8.5,7322
Sniper: Ghost Warrior 2,PS3,2013,Shooter,0.33,6.0,82
LEGO Marvel Super Heroes,WiiU,2013,Action,0.74,8.0,71
Goodbye Deponia,PC,2013,Adventure,0.07,7.9,171
Remember Me,X360,2013,Action,0.18,7.5,267
Madden NFL 25,XOne,2013,Sports,0.81,5.9,111
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,0.07,7.4,45
Metro: Last Light,PC,2013,Action,0.19,8.6,2654
Injustice: Gods Among Us,WiiU,2013,Fighting,0.19,7.9,112
Saints Row IV,PC,2013,Action,0.19,7.4,1543
Lost Planet 3,PS3,2013,Shooter,0.21,5.5,102
Killzone: Mercenary,PSV,2013,Shooter,0.8,8.9,513
Fighter Within,XOne,2013,Fighting,0.19,3.0,211
Need for Speed Rivals,X360,2013,Racing,0.79,5.4,107
Mugen Souls Z,PS3,2013,Role-Playing,0.07,6.4,56
Resident Evil: Revelations,PS3,2013,Action,0.74,7.2,204
Need for Speed Rivals,XOne,2013,Racing,0.69,5.8,175
Valhalla Knights 3,PSV,2013,Role-Playing,0.18,6.8,56
Total War: Rome II,PC,2013,Strategy,0.72,4.2,3742
Dead Island: Riptide,X360,2013,Action,0.78,6.3,192
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,0.75,7.9,86
Sniper: Ghost Warrior 2,X360,2013,Shooter,0.2,5.7,110
DmC: Devil May Cry,PS3,2013,Action,0.79,5.3,1471
Disney's Planes,WiiU,2013,Simulation,0.2,5.3,9
Fairy Fencer F,PS3,2013,Role-Playing,0.19,7.4,50
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,0.8,8.5,223
DuckTales: Remastered,WiiU,2013,Action,0.06,7.9,100
Rayman Legends,WiiU,2013,Platform,0.66,8.7,465
The Witch and the Hundred Knight,PS3,2013,Role-Playing,0.2,7.5,80
Aliens: Colonial Marines,X360,2013,Shooter,0.77,3.8,449
FIFA 14,PSP,2013,Sports,0.19,3.4,23
Defiance,PC,2013,Shooter,0.21,6.5,661
Resident Evil: Revelations,WiiU,2013,Action,0.19,7.5,146
Terraria,X360,2013,Action,0.67,7.2,139
MLB 13: The Show,PS3,2013,Sports,0.74,7.8,114
The Guided Fate Paradox,PS3,2013,Role-Playing,0.07,7.8,66
Criminal Girls: Invite Only,PSV,2013,Role-Playing,0.06,6.7,37
NBA Live 14,XOne,2013,Sports,0.2,3.1,88
GRID 2,PC,2013,Racing,0.06,5.7,571
Aliens: Colonial Marines,PC,2013,Shooter,0.18,3.5,1156
NCAA Football 14,PS3,2013,Sports,0.84,6.2,40
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,0.2,7.7,128
Sacred 3,PS3,2014,Role-Playing,0.1,3.4,46
Terraria,PS4,2014,Action,0.07,7.9,47
LEGO The Hobbit,XOne,2014,Action,0.27,6.8,36
Bayonetta 2,WiiU,2014,Action,0.76,8.2,1217
Sniper Elite 3,PS3,2014,Shooter,0.28,6.4,18
